Model,2022-08-22T00:00:00.000Z,2022-08-29T00:00:00.000Z,2022-09-05T00:00:00.000Z,2022-09-12T00:00:00.000Z,2022-09-19T00:00:00.000Z,2022-09-26T00:00:00.000Z,2022-10-03T00:00:00.000Z,2022-10-10T00:00:00.000Z,2022-10-17T00:00:00.000Z,2022-10-24T00:00:00.000Z,2022-10-31T00:00:00.000Z,2022-11-07T00:00:00.000Z,2022-11-14T00:00:00.000Z
CompVis/stable-diffusion-v1-4,114,122,7316,6428,2240,2874,1865,781,6158,3720,57754,26913,72
